pairs_per_task,trial,task,mean_gap,ci95_low,ci95_high,triggered,sampling_seed,bootstrap_seed
8,76,spatial,0.5,0.125,0.875,False,28268431,28268432
8,77,color,0.25,0.0,0.625,False,28268526,28268527
8,77,coordinate,0.0,-0.5,0.5,False,28268527,28268528
8,77,count,-0.375,-0.75,0.0,False,28268528,28268529
8,77,ocr,0.0,0.0,0.0,False,28268529,28268530
8,77,shape,0.0,0.0,0.0,False,28268530,28268531
8,77,spatial,0.25,0.0,0.5,False,28268531,28268532
8,78,color,0.375,0.0,0.75,False,28268626,28268627
8,78,coordinate,0.125,-0.25,0.5,False,28268627,28268628
8,78,count,-0.375,-0.75,-0.125,True,28268628,28268629
8,78,ocr,0.0,0.0,0.0,False,28268629,28268630
8,78,shape,0.125,0.0,0.375,False,28268630,28268631
8,78,spatial,0.125,0.0,0.375,False,28268631,28268632
8,79,color,0.5,0.125,0.875,False,28268726,28268727
8,79,coordinate,0.0,-0.375,0.375,False,28268727,28268728
8,79,count,-0.375,-0.75,-0.125,True,28268728,28268729
8,79,ocr,0.125,0.0,0.375,False,28268729,28268730
8,79,shape,-0.125,-0.5,0.25,False,28268730,28268731
8,79,spatial,0.0,0.0,0.0,False,28268731,28268732
8,80,color,0.125,-0.25,0.5,False,28268826,28268827
8,80,coordinate,0.25,-0.25,0.75,False,28268827,28268828
8,80,count,-0.25,-0.625,0.0,False,28268828,28268829
8,80,ocr,0.125,0.0,0.375,False,28268829,28268830
8,80,shape,0.0,0.0,0.0,False,28268830,28268831
8,80,spatial,0.375,0.0,0.75,False,28268831,28268832
8,81,color,0.125,0.0,0.375,False,28268926,28268927
8,81,coordinate,0.0,0.0,0.0,False,28268927,28268928
8,81,count,-0.375,-0.75,-0.125,True,28268928,28268929
8,81,ocr,0.0,0.0,0.0,False,28268929,28268930
8,81,shape,0.125,0.0,0.375,False,28268930,28268931
8,81,spatial,0.25,0.0,0.625,False,28268931,28268932
8,82,color,0.125,0.0,0.375,False,28269026,28269027
8,82,coordinate,0.0,-0.375,0.375,False,28269027,28269028
8,82,count,-0.375,-0.75,-0.125,True,28269028,28269029
8,82,ocr,0.0,0.0,0.0,False,28269029,28269030
8,82,shape,-0.125,-0.375,0.0,False,28269030,28269031
8,82,spatial,0.375,0.125,0.75,False,28269031,28269032
8,83,color,0.125,-0.25,0.5,False,28269126,28269127
8,83,coordinate,0.25,-0.25,0.625,False,28269127,28269128
8,83,count,-0.25,-0.625,0.0,False,28269128,28269129
8,83,ocr,-0.125,-0.375,0.0,False,28269129,28269130
8,83,shape,-0.125,-0.375,0.0,False,28269130,28269131
8,83,spatial,0.125,0.0,0.375,False,28269131,28269132
8,84,color,0.5,0.0,0.875,False,28269226,28269227
8,84,coordinate,0.125,-0.25,0.5,False,28269227,28269228
8,84,count,-0.125,-0.375,0.0,False,28269228,28269229
8,84,ocr,0.0,0.0,0.0,False,28269229,28269230
8,84,shape,0.0,-0.375,0.375,False,28269230,28269231
8,84,spatial,0.25,0.0,0.5,False,28269231,28269232
8,85,color,0.25,-0.25,0.75,False,28269326,28269327
8,85,coordinate,0.125,0.0,0.375,False,28269327,28269328
8,85,count,-0.25,-0.625,0.0,False,28269328,28269329
8,85,ocr,0.125,0.0,0.375,False,28269329,28269330
8,85,shape,0.0,0.0,0.0,False,28269330,28269331
8,85,spatial,0.375,0.0,0.75,False,28269331,28269332
8,86,color,0.5,0.0,0.875,False,28269426,28269427
8,86,coordinate,0.0,-0.375,0.375,False,28269427,28269428
8,86,count,-0.375,-0.75,0.0,False,28269428,28269429
8,86,ocr,0.0,0.0,0.0,False,28269429,28269430
8,86,shape,0.125,0.0,0.375,False,28269430,28269431
8,86,spatial,0.125,0.0,0.375,False,28269431,28269432
8,87,color,0.25,-0.25,0.625,False,28269526,28269527
8,87,coordinate,0.0,-0.375,0.375,False,28269527,28269528
8,87,count,-0.25,-0.625,0.0,False,28269528,28269529
8,87,ocr,0.125,0.0,0.375,False,28269529,28269530
8,87,shape,0.125,0.0,0.375,False,28269530,28269531
8,87,spatial,0.375,0.125,0.75,False,28269531,28269532
8,88,color,-0.375,-0.75,-0.125,True,28269626,28269627
8,88,coordinate,0.125,-0.25,0.5,False,28269627,28269628
8,88,count,-0.375,-0.75,-0.125,True,28269628,28269629
8,88,ocr,0.0,0.0,0.0,False,28269629,28269630
8,88,shape,0.0,0.0,0.0,False,28269630,28269631
8,88,spatial,0.625,0.25,0.875,False,28269631,28269632
8,89,color,0.375,0.125,0.75,False,28269726,28269727
8,89,coordinate,0.25,-0.25,0.625,False,28269727,28269728
8,89,count,-0.25,-0.625,0.0,False,28269728,28269729
8,89,ocr,-0.125,-0.375,0.0,False,28269729,28269730
8,89,shape,0.0,0.0,0.0,False,28269730,28269731
8,89,spatial,0.5,0.125,0.875,False,28269731,28269732
8,90,color,0.5,0.125,0.875,False,28269826,28269827
8,90,coordinate,-0.125,-0.375,0.0,False,28269827,28269828
8,90,count,-0.375,-0.75,0.0,False,28269828,28269829
8,90,ocr,0.0,-0.375,0.375,False,28269829,28269830
8,90,shape,0.125,0.0,0.375,False,28269830,28269831
8,90,spatial,0.125,0.0,0.375,False,28269831,28269832
8,91,color,0.375,0.125,0.75,False,28269926,28269927
8,91,coordinate,0.125,-0.25,0.5,False,28269927,28269928
8,91,count,-0.25,-0.5,0.0,False,28269928,28269929
8,91,ocr,0.0,0.0,0.0,False,28269929,28269930
8,91,shape,0.0,0.0,0.0,False,28269930,28269931
8,91,spatial,0.375,0.125,0.75,False,28269931,28269932
8,92,color,0.5,0.125,0.875,False,28270026,28270027
8,92,coordinate,0.125,-0.25,0.5,False,28270027,28270028
8,92,count,-0.25,-0.5,0.0,False,28270028,28270029
8,92,ocr,0.125,0.0,0.375,False,28270029,28270030
8,92,shape,-0.125,-0.375,0.0,False,28270030,28270031
8,92,spatial,0.125,0.0,0.375,False,28270031,28270032
8,93,color,0.125,-0.25,0.5,False,28270126,28270127
8,93,coordinate,0.125,0.0,0.375,False,28270127,28270128
8,93,count,-0.125,-0.375,0.0,False,28270128,28270129
8,93,ocr,0.125,0.0,0.375,False,28270129,28270130
8,93,shape,0.125,0.0,0.375,False,28270130,28270131
8,93,spatial,0.25,0.0,0.625,False,28270131,28270132
8,94,color,0.125,-0.25,0.5,False,28270226,28270227
8,94,coordinate,0.125,-0.375,0.5,False,28270227,28270228
8,94,count,-0.375,-0.75,-0.125,True,28270228,28270229
8,94,ocr,0.125,0.0,0.375,False,28270229,28270230
8,94,shape,-0.125,-0.375,0.0,False,28270230,28270231
8,94,spatial,0.375,0.125,0.75,False,28270231,28270232
8,95,color,-0.25,-0.75,0.25,False,28270326,28270327
8,95,coordinate,0.375,-0.125,0.875,False,28270327,28270328
8,95,count,-0.25,-0.5,0.0,False,28270328,28270329
8,95,ocr,0.125,0.0,0.375,False,28270329,28270330
8,95,shape,0.0,-0.375,0.375,False,28270330,28270331
8,95,spatial,0.25,0.0,0.5,False,28270331,28270332
8,96,color,-0.125,-0.5,0.25,False,28270426,28270427
8,96,coordinate,0.0,-0.375,0.375,False,28270427,28270428
8,96,count,-0.25,-0.625,0.0,False,28270428,28270429
8,96,ocr,-0.125,-0.375,0.0,False,28270429,28270430
8,96,shape,0.125,0.0,0.375,False,28270430,28270431
8,96,spatial,0.125,0.0,0.375,False,28270431,28270432
8,97,color,0.0,-0.5,0.5,False,28270526,28270527
8,97,coordinate,0.0,-0.5,0.5,False,28270527,28270528
8,97,count,-0.125,-0.375,0.0,False,28270528,28270529
8,97,ocr,0.0,0.0,0.0,False,28270529,28270530
8,97,shape,0.0,0.0,0.0,False,28270530,28270531
8,97,spatial,0.125,0.0,0.375,False,28270531,28270532
8,98,color,0.0,-0.375,0.375,False,28270626,28270627
8,98,coordinate,0.125,-0.25,0.5,False,28270627,28270628
8,98,count,-0.25,-0.625,0.0,False,28270628,28270629
8,98,ocr,0.25,0.0,0.625,False,28270629,28270630
8,98,shape,0.125,-0.25,0.5,False,28270630,28270631
8,98,spatial,0.25,0.0,0.5,False,28270631,28270632
8,99,color,0.375,0.0,0.75,False,28270726,28270727
8,99,coordinate,0.25,0.0,0.5,False,28270727,28270728
8,99,count,-0.625,-0.875,-0.25,True,28270728,28270729
8,99,ocr,0.0,0.0,0.0,False,28270729,28270730
8,99,shape,0.0,0.0,0.0,False,28270730,28270731
8,99,spatial,0.125,0.0,0.375,False,28270731,28270732
8,100,color,0.375,0.0,0.75,False,28270826,28270827
8,100,coordinate,0.25,-0.25,0.625,False,28270827,28270828
8,100,count,-0.125,-0.375,0.0,False,28270828,28270829
8,100,ocr,0.25,0.0,0.5,False,28270829,28270830
8,100,shape,0.0,0.0,0.0,False,28270830,28270831
8,100,spatial,0.25,0.0,0.625,False,28270831,28270832
8,101,color,0.125,0.0,0.375,False,28270926,28270927
8,101,coordinate,0.25,0.0,0.5,False,28270927,28270928
8,101,count,-0.25,-0.5,0.0,False,28270928,28270929
8,101,ocr,-0.125,-0.375,0.0,False,28270929,28270930
8,101,shape,0.0,0.0,0.0,False,28270930,28270931
8,101,spatial,0.25,0.0,0.625,False,28270931,28270932
8,102,color,0.125,-0.25,0.5,False,28271026,28271027
8,102,coordinate,-0.25,-0.5,0.0,False,28271027,28271028
8,102,count,-0.25,-0.5,0.0,False,28271028,28271029
8,102,ocr,-0.125,-0.375,0.0,False,28271029,28271030
8,102,shape,0.0,0.0,0.0,False,28271030,28271031
8,102,spatial,0.125,0.0,0.375,False,28271031,28271032
8,103,color,0.25,0.0,0.625,False,28271126,28271127
8,103,coordinate,0.125,-0.25,0.5,False,28271127,28271128
8,103,count,-0.375,-0.75,-0.125,True,28271128,28271129
8,103,ocr,0.0,0.0,0.0,False,28271129,28271130
8,103,shape,0.0,-0.375,0.375,False,28271130,28271131
8,103,spatial,0.0,0.0,0.0,False,28271131,28271132
8,104,color,0.0,-0.375,0.375,False,28271226,28271227
8,104,coordinate,0.0,-0.5,0.5,False,28271227,28271228
8,104,count,-0.375,-0.75,-0.125,True,28271228,28271229
8,104,ocr,0.0,0.0,0.0,False,28271229,28271230
8,104,shape,-0.125,-0.375,0.0,False,28271230,28271231
8,104,spatial,0.125,0.0,0.375,False,28271231,28271232
8,105,color,0.0,0.0,0.0,False,28271326,28271327
8,105,coordinate,0.125,-0.5,0.625,False,28271327,28271328
8,105,count,-0.25,-0.625,0.0,False,28271328,28271329
8,105,ocr,0.0,0.0,0.0,False,28271329,28271330
8,105,shape,0.0,0.0,0.0,False,28271330,28271331
8,105,spatial,0.25,0.0,0.5,False,28271331,28271332
8,106,color,0.125,-0.25,0.5,False,28271426,28271427
8,106,coordinate,0.125,-0.25,0.5,False,28271427,28271428
8,106,count,-0.375,-0.75,0.0,False,28271428,28271429
8,106,ocr,0.0,0.0,0.0,False,28271429,28271430
8,106,shape,0.0,-0.375,0.375,False,28271430,28271431
8,106,spatial,0.125,0.0,0.375,False,28271431,28271432
8,107,color,0.625,0.25,0.875,False,28271526,28271527
8,107,coordinate,0.0,0.0,0.0,False,28271527,28271528
8,107,count,-0.125,-0.375,0.0,False,28271528,28271529
8,107,ocr,0.0,0.0,0.0,False,28271529,28271530
8,107,shape,-0.125,-0.375,0.0,False,28271530,28271531
8,107,spatial,0.0,0.0,0.0,False,28271531,28271532
8,108,color,0.125,0.0,0.375,False,28271626,28271627
8,108,coordinate,-0.125,-0.5,0.25,False,28271627,28271628
8,108,count,-0.125,-0.375,0.0,False,28271628,28271629
8,108,ocr,0.0,0.0,0.0,False,28271629,28271630
8,108,shape,0.0,-0.375,0.375,False,28271630,28271631
8,108,spatial,0.0,0.0,0.0,False,28271631,28271632
8,109,color,0.375,0.0,0.75,False,28271726,28271727
8,109,coordinate,-0.125,-0.375,0.0,False,28271727,28271728
8,109,count,-0.25,-0.625,0.0,False,28271728,28271729
8,109,ocr,0.125,0.0,0.375,False,28271729,28271730
8,109,shape,0.125,0.0,0.375,False,28271730,28271731
8,109,spatial,0.25,0.0,0.625,False,28271731,28271732
8,110,color,0.5,0.125,0.875,False,28271826,28271827
8,110,coordinate,0.0,-0.375,0.375,False,28271827,28271828
8,110,count,-0.625,-0.875,-0.25,True,28271828,28271829
8,110,ocr,0.0,0.0,0.0,False,28271829,28271830
8,110,shape,0.125,0.0,0.375,False,28271830,28271831
8,110,spatial,0.125,0.0,0.375,False,28271831,28271832
8,111,color,0.0,-0.5,0.5,False,28271926,28271927
8,111,coordinate,0.0,-0.375,0.375,False,28271927,28271928
8,111,count,-0.25,-0.625,0.0,False,28271928,28271929
8,111,ocr,0.0,0.0,0.0,False,28271929,28271930
8,111,shape,-0.125,-0.375,0.0,False,28271930,28271931
8,111,spatial,0.125,0.0,0.375,False,28271931,28271932
8,112,color,0.375,0.125,0.75,False,28272026,28272027
8,112,coordinate,-0.125,-0.375,0.0,False,28272027,28272028
8,112,count,-0.375,-0.75,0.0,False,28272028,28272029
8,112,ocr,0.0,0.0,0.0,False,28272029,28272030
8,112,shape,-0.125,-0.375,0.0,False,28272030,28272031
8,112,spatial,0.125,0.0,0.375,False,28272031,28272032
8,113,color,0.125,-0.25,0.5,False,28272126,28272127
8,113,coordinate,0.125,0.0,0.375,False,28272127,28272128
8,113,count,0.0,0.0,0.0,False,28272128,28272129
8,113,ocr,-0.125,-0.375,0.0,False,28272129,28272130
8,113,shape,0.25,0.0,0.625,False,28272130,28272131
8,113,spatial,0.375,0.125,0.75,False,28272131,28272132
8,114,color,0.25,0.0,0.625,False,28272226,28272227
8,114,coordinate,0.25,0.0,0.625,False,28272227,28272228
8,114,count,-0.25,-0.625,0.0,False,28272228,28272229
8,114,ocr,0.25,0.0,0.625,False,28272229,28272230
8,114,shape,-0.125,-0.375,0.0,False,28272230,28272231
8,114,spatial,0.125,0.0,0.375,False,28272231,28272232
8,115,color,0.25,0.0,0.625,False,28272326,28272327
8,115,coordinate,-0.125,-0.5,0.25,False,28272327,28272328
8,115,count,-0.25,-0.625,0.0,False,28272328,28272329
8,115,ocr,0.0,-0.375,0.375,False,28272329,28272330
8,115,shape,-0.125,-0.375,0.0,False,28272330,28272331
8,115,spatial,0.5,0.125,0.875,False,28272331,28272332
8,116,color,0.375,0.0,0.75,False,28272426,28272427
8,116,coordinate,0.25,0.0,0.625,False,28272427,28272428
8,116,count,-0.25,-0.625,0.0,False,28272428,28272429
8,116,ocr,0.0,0.0,0.0,False,28272429,28272430
8,116,shape,-0.125,-0.375,0.0,False,28272430,28272431
8,116,spatial,0.0,0.0,0.0,False,28272431,28272432
8,117,color,0.5,0.0,0.875,False,28272526,28272527
8,117,coordinate,0.125,0.0,0.375,False,28272527,28272528
8,117,count,-0.5,-0.875,-0.125,True,28272528,28272529
8,117,ocr,0.125,0.0,0.375,False,28272529,28272530
8,117,shape,0.0,0.0,0.0,False,28272530,28272531
8,117,spatial,0.125,0.0,0.375,False,28272531,28272532
8,118,color,0.375,-0.125,0.875,False,28272626,28272627
8,118,coordinate,0.125,0.0,0.375,False,28272627,28272628
8,118,count,-0.375,-0.75,0.0,False,28272628,28272629
8,118,ocr,0.0,0.0,0.0,False,28272629,28272630
8,118,shape,0.0,0.0,0.0,False,28272630,28272631
8,118,spatial,0.25,0.0,0.625,False,28272631,28272632
8,119,color,0.375,-0.125,0.875,False,28272726,28272727
8,119,coordinate,0.25,-0.25,0.625,False,28272727,28272728
8,119,count,-0.125,-0.375,0.0,False,28272728,28272729
8,119,ocr,0.375,0.0,0.75,False,28272729,28272730
8,119,shape,0.0,-0.375,0.375,False,28272730,28272731
8,119,spatial,0.25,0.0,0.5,False,28272731,28272732
8,120,color,0.375,0.125,0.75,False,28272826,28272827
8,120,coordinate,0.375,0.0,0.75,False,28272827,28272828
8,120,count,-0.25,-0.625,0.0,False,28272828,28272829
8,120,ocr,0.125,0.0,0.375,False,28272829,28272830
8,120,shape,0.125,0.0,0.375,False,28272830,28272831
8,120,spatial,0.25,0.0,0.5,False,28272831,28272832
8,121,color,0.625,0.125,1.0,False,28272926,28272927
8,121,coordinate,0.125,0.0,0.375,False,28272927,28272928
8,121,count,-0.125,-0.375,0.0,False,28272928,28272929
8,121,ocr,-0.25,-0.625,0.0,False,28272929,28272930
8,121,shape,0.0,0.0,0.0,False,28272930,28272931
8,121,spatial,0.25,0.0,0.5,False,28272931,28272932
8,122,color,0.0,0.0,0.0,False,28273026,28273027
8,122,coordinate,-0.125,-0.5,0.25,False,28273027,28273028
8,122,count,-0.375,-0.75,0.0,False,28273028,28273029
8,122,ocr,0.125,-0.25,0.5,False,28273029,28273030
8,122,shape,0.0,0.0,0.0,False,28273030,28273031
8,122,spatial,0.5,0.125,0.875,False,28273031,28273032
8,123,color,0.5,0.125,0.875,False,28273126,28273127
8,123,coordinate,0.0,0.0,0.0,False,28273127,28273128
8,123,count,0.0,0.0,0.0,False,28273128,28273129
8,123,ocr,0.125,0.0,0.375,False,28273129,28273130
8,123,shape,-0.25,-0.625,0.0,False,28273130,28273131
8,123,spatial,0.375,0.125,0.75,False,28273131,28273132
8,124,color,0.0,0.0,0.0,False,28273226,28273227
8,124,coordinate,0.0,-0.375,0.375,False,28273227,28273228
8,124,count,-0.375,-0.75,0.0,False,28273228,28273229
8,124,ocr,0.0,0.0,0.0,False,28273229,28273230
8,124,shape,0.0,-0.375,0.375,False,28273230,28273231
8,124,spatial,0.125,0.0,0.375,False,28273231,28273232
8,125,color,0.375,-0.125,0.875,False,28273326,28273327
8,125,coordinate,-0.125,-0.5,0.25,False,28273327,28273328
8,125,count,-0.5,-0.875,-0.125,True,28273328,28273329
8,125,ocr,0.0,-0.375,0.375,False,28273329,28273330
8,125,shape,0.0,0.0,0.0,False,28273330,28273331
8,125,spatial,0.25,0.0,0.625,False,28273331,28273332
8,126,color,0.5,0.0,0.875,False,28273426,28273427
8,126,coordinate,0.0,-0.375,0.375,False,28273427,28273428
8,126,count,-0.25,-0.625,0.0,False,28273428,28273429
8,126,ocr,0.0,-0.375,0.375,False,28273429,28273430
8,126,shape,0.25,-0.25,0.625,False,28273430,28273431
8,126,spatial,0.375,0.125,0.75,False,28273431,28273432
8,127,color,0.25,0.0,0.625,False,28273526,28273527
8,127,coordinate,0.375,0.0,0.75,False,28273527,28273528
8,127,count,-0.375,-0.75,0.0,False,28273528,28273529
8,127,ocr,0.125,0.0,0.375,False,28273529,28273530
8,127,shape,-0.25,-0.75,0.25,False,28273530,28273531
8,127,spatial,0.0,0.0,0.0,False,28273531,28273532
8,128,color,0.5,0.125,0.875,False,28273626,28273627
8,128,coordinate,0.25,0.0,0.625,False,28273627,28273628
8,128,count,-0.25,-0.625,0.0,False,28273628,28273629
8,128,ocr,0.125,0.0,0.375,False,28273629,28273630
8,128,shape,0.0,0.0,0.0,False,28273630,28273631
8,128,spatial,0.125,0.0,0.375,False,28273631,28273632
8,129,color,0.375,0.125,0.75,False,28273726,28273727
8,129,coordinate,-0.125,-0.5,0.25,False,28273727,28273728
8,129,count,-0.5,-0.875,-0.125,True,28273728,28273729
8,129,ocr,0.125,0.0,0.375,False,28273729,28273730
8,129,shape,-0.25,-0.75,0.25,False,28273730,28273731
8,129,spatial,0.25,0.0,0.625,False,28273731,28273732
8,130,color,0.25,0.0,0.625,False,28273826,28273827
8,130,coordinate,-0.125,-0.375,0.0,False,28273827,28273828
8,130,count,-0.25,-0.625,0.0,False,28273828,28273829
8,130,ocr,0.375,0.125,0.75,False,28273829,28273830
8,130,shape,-0.125,-0.375,0.0,False,28273830,28273831
8,130,spatial,0.25,0.0,0.625,False,28273831,28273832
8,131,color,0.5,0.125,0.875,False,28273926,28273927
8,131,coordinate,-0.25,-0.75,0.25,False,28273927,28273928
8,131,count,-0.25,-0.625,0.0,False,28273928,28273929
8,131,ocr,0.125,0.0,0.375,False,28273929,28273930
8,131,shape,-0.125,-0.5,0.25,False,28273930,28273931
8,131,spatial,0.25,0.0,0.625,False,28273931,28273932
8,132,color,0.375,-0.125,0.875,False,28274026,28274027
8,132,coordinate,0.0,-0.375,0.375,False,28274027,28274028
8,132,count,-0.125,-0.375,0.0,False,28274028,28274029
8,132,ocr,0.25,0.0,0.625,False,28274029,28274030
8,132,shape,-0.125,-0.375,0.0,False,28274030,28274031
8,132,spatial,0.25,0.0,0.625,False,28274031,28274032
8,133,color,0.25,-0.25,0.75,False,28274126,28274127
8,133,coordinate,0.25,0.0,0.5,False,28274127,28274128
8,133,count,-0.75,-1.0,-0.375,True,28274128,28274129
8,133,ocr,0.25,0.0,0.625,False,28274129,28274130
8,133,shape,0.0,0.0,0.0,False,28274130,28274131
8,133,spatial,0.25,0.0,0.625,False,28274131,28274132
8,134,color,0.5,0.125,0.875,False,28274226,28274227
8,134,coordinate,0.0,-0.625,0.625,False,28274227,28274228
8,134,count,-0.125,-0.375,0.0,False,28274228,28274229
8,134,ocr,0.0,0.0,0.0,False,28274229,28274230
8,134,shape,0.0,0.0,0.0,False,28274230,28274231
8,134,spatial,0.25,0.0,0.5,False,28274231,28274232
8,135,color,0.25,0.0,0.5,False,28274326,28274327
8,135,coordinate,-0.25,-0.625,0.0,False,28274327,28274328
8,135,count,-0.125,-0.375,0.0,False,28274328,28274329
8,135,ocr,0.0,0.0,0.0,False,28274329,28274330
8,135,shape,0.0,0.0,0.0,False,28274330,28274331
8,135,spatial,0.25,0.0,0.625,False,28274331,28274332
8,136,color,-0.125,-0.375,0.0,False,28274426,28274427
8,136,coordinate,0.0,0.0,0.0,False,28274427,28274428
8,136,count,-0.5,-0.875,-0.125,True,28274428,28274429
8,136,ocr,0.0,0.0,0.0,False,28274429,28274430
8,136,shape,-0.125,-0.375,0.0,False,28274430,28274431
8,136,spatial,0.125,0.0,0.375,False,28274431,28274432
8,137,color,0.0,-0.375,0.375,False,28274526,28274527
8,137,coordinate,0.125,-0.25,0.5,False,28274527,28274528
8,137,count,-0.125,-0.375,0.0,False,28274528,28274529
8,137,ocr,0.125,0.0,0.375,False,28274529,28274530
8,137,shape,-0.125,-0.375,0.0,False,28274530,28274531
8,137,spatial,0.25,0.0,0.625,False,28274531,28274532
8,138,color,0.25,-0.375,0.75,False,28274626,28274627
8,138,coordinate,0.0,-0.375,0.375,False,28274627,28274628
8,138,count,-0.375,-0.75,-0.125,True,28274628,28274629
8,138,ocr,0.0,0.0,0.0,False,28274629,28274630
8,138,shape,0.0,0.0,0.0,False,28274630,28274631
8,138,spatial,0.375,0.125,0.75,False,28274631,28274632
8,139,color,0.0,-0.375,0.375,False,28274726,28274727
8,139,coordinate,0.125,0.0,0.375,False,28274727,28274728
8,139,count,-0.375,-0.75,-0.125,True,28274728,28274729
8,139,ocr,0.125,0.0,0.375,False,28274729,28274730
8,139,shape,-0.125,-0.375,0.0,False,28274730,28274731
8,139,spatial,0.0,0.0,0.0,False,28274731,28274732
8,140,color,0.0,-0.5,0.5,False,28274826,28274827
8,140,coordinate,0.25,-0.25,0.75,False,28274827,28274828
8,140,count,-0.375,-0.75,-0.125,True,28274828,28274829
8,140,ocr,0.0,-0.375,0.375,False,28274829,28274830
8,140,shape,0.0,0.0,0.0,False,28274830,28274831
8,140,spatial,0.375,0.125,0.75,False,28274831,28274832
8,141,color,0.5,0.125,0.875,False,28274926,28274927
8,141,coordinate,0.0,-0.375,0.375,False,28274927,28274928
8,141,count,0.0,0.0,0.0,False,28274928,28274929
8,141,ocr,0.25,0.0,0.625,False,28274929,28274930
8,141,shape,-0.25,-0.625,0.0,False,28274930,28274931
8,141,spatial,0.0,0.0,0.0,False,28274931,28274932
8,142,color,0.125,0.0,0.375,False,28275026,28275027
8,142,coordinate,0.125,0.0,0.375,False,28275027,28275028
8,142,count,-0.25,-0.625,0.0,False,28275028,28275029
8,142,ocr,0.125,0.0,0.375,False,28275029,28275030
8,142,shape,-0.125,-0.5,0.25,False,28275030,28275031
8,142,spatial,0.125,0.0,0.375,False,28275031,28275032
8,143,color,0.5,0.125,0.875,False,28275126,28275127
8,143,coordinate,0.0,-0.5,0.5,False,28275127,28275128
8,143,count,-0.5,-0.875,-0.125,True,28275128,28275129
8,143,ocr,0.0,0.0,0.0,False,28275129,28275130
8,143,shape,0.0,0.0,0.0,False,28275130,28275131
8,143,spatial,0.125,0.0,0.375,False,28275131,28275132
8,144,color,0.25,0.0,0.625,False,28275226,28275227
8,144,coordinate,-0.125,-0.375,0.0,False,28275227,28275228
8,144,count,-0.25,-0.625,0.0,False,28275228,28275229
8,144,ocr,0.125,0.0,0.375,False,28275229,28275230
